,ID,total_sentences_precision,count_ones_precision,count_zeros_precision,precision,total_sentences_recall,count_ones_recall,count_zeros_recall,recall,f1,model,dataset,note_type,prompt
266,338,13,12,1,0.9230769230769232,13,9,4,0.6923076923076923,0.7912087912087913,llama3,mimiciii,radiology_report,PROMPT1_entailment
267,339,13,12,1,0.9230769230769232,28,22,6,0.7857142857142857,0.8488745980707394,llama3,mimiciii,radiology_report,PROMPT1_entailment
268,34,12,12,0,1.0,14,12,2,0.8571428571428571,0.923076923076923,llama3,mimiciii,radiology_report,PROMPT1_entailment
269,340,21,19,2,0.9047619047619048,15,12,3,0.8,0.8491620111731844,llama3,mimiciii,radiology_report,PROMPT1_entailment
270,341,5,5,0,1.0,6,5,1,0.8333333333333334,0.9090909090909092,llama3,mimiciii,radiology_report,PROMPT1_entailment
271,342,10,10,0,1.0,15,13,2,0.8666666666666667,0.9285714285714286,llama3,mimiciii,radiology_report,PROMPT1_entailment
272,343,13,13,0,1.0,22,21,1,0.9545454545454546,0.9767441860465116,llama3,mimiciii,radiology_report,PROMPT1_entailment
273,344,17,16,1,0.9411764705882352,19,16,3,0.8421052631578947,0.8888888888888888,llama3,mimiciii,radiology_report,PROMPT1_entailment
274,345,17,14,3,0.8235294117647058,22,18,4,0.8181818181818182,0.8208469055374593,llama3,mimiciii,radiology_report,PROMPT1_entailment
275,346,11,10,1,0.9090909090909092,15,11,4,0.7333333333333333,0.8118081180811808,llama3,mimiciii,radiology_report,PROMPT1_entailment
276,347,13,12,1,0.9230769230769232,15,14,1,0.9333333333333332,0.9281767955801106,llama3,mimiciii,radiology_report,PROMPT1_entailment
277,348,12,10,2,0.8333333333333334,12,8,4,0.6666666666666666,0.7407407407407408,llama3,mimiciii,radiology_report,PROMPT1_entailment
278,349,12,11,1,0.9166666666666666,16,14,2,0.875,0.8953488372093024,llama3,mimiciii,radiology_report,PROMPT1_entailment
279,35,14,14,0,1.0,21,14,7,0.6666666666666666,0.8,llama3,mimiciii,radiology_report,PROMPT1_entailment
280,350,15,14,1,0.9333333333333332,21,14,7,0.6666666666666666,0.7777777777777778,llama3,mimiciii,radiology_report,PROMPT1_entailment
281,351,14,12,2,0.8571428571428571,21,18,3,0.8571428571428571,0.8571428571428571,llama3,mimiciii,radiology_report,PROMPT1_entailment
282,352,14,12,2,0.8571428571428571,22,15,7,0.6818181818181818,0.759493670886076,llama3,mimiciii,radiology_report,PROMPT1_entailment
283,353,15,13,2,0.8666666666666667,23,19,4,0.8260869565217391,0.845890410958904,llama3,mimiciii,radiology_report,PROMPT1_entailment
284,354,15,12,3,0.8,26,22,4,0.8461538461538461,0.8224299065420562,llama3,mimiciii,radiology_report,PROMPT1_entailment
285,355,12,11,1,0.9166666666666666,18,15,3,0.8333333333333334,0.8730158730158729,llama3,mimiciii,radiology_report,PROMPT1_entailment
286,356,15,13,2,0.8666666666666667,22,19,3,0.8636363636363636,0.8651488616462346,llama3,mimiciii,radiology_report,PROMPT1_entailment
287,357,11,11,0,1.0,15,8,7,0.5333333333333333,0.6956521739130436,llama3,mimiciii,radiology_report,PROMPT1_entailment
288,358,11,11,0,1.0,12,7,5,0.5833333333333334,0.7368421052631579,llama3,mimiciii,radiology_report,PROMPT1_entailment
289,359,12,11,1,0.9166666666666666,18,15,3,0.8333333333333334,0.8730158730158729,llama3,mimiciii,radiology_report,PROMPT1_entailment
290,36,16,15,1,0.9375,22,17,5,0.7727272727272727,0.8471760797342192,llama3,mimiciii,radiology_report,PROMPT1_entailment
291,360,14,13,1,0.9285714285714286,15,12,3,0.8,0.859504132231405,llama3,mimiciii,radiology_report,PROMPT1_entailment
292,361,17,13,4,0.7647058823529411,23,16,7,0.6956521739130435,0.7285464098073555,llama3,mimiciii,radiology_report,PROMPT1_entailment
293,362,16,13,3,0.8125,24,15,9,0.625,0.7065217391304348,llama3,mimiciii,radiology_report,PROMPT1_entailment
294,363,19,17,2,0.8947368421052632,22,17,5,0.7727272727272727,0.8292682926829269,llama3,mimiciii,radiology_report,PROMPT1_entailment
295,364,8,7,1,0.875,11,9,2,0.8181818181818182,0.8456375838926175,llama3,mimiciii,radiology_report,PROMPT1_entailment
296,365,21,14,7,0.6666666666666666,29,22,7,0.7586206896551724,0.7096774193548386,llama3,mimiciii,radiology_report,PROMPT1_entailment
297,366,11,10,1,0.9090909090909092,13,9,4,0.6923076923076923,0.7860262008733625,llama3,mimiciii,radiology_report,PROMPT1_entailment
298,367,15,15,0,1.0,16,13,3,0.8125,0.896551724137931,llama3,mimiciii,radiology_report,PROMPT1_entailment
299,368,13,9,4,0.6923076923076923,20,13,7,0.65,0.670487106017192,llama3,mimiciii,radiology_report,PROMPT1_entailment
300,369,13,13,0,1.0,20,15,5,0.75,0.8571428571428571,llama3,mimiciii,radiology_report,PROMPT1_entailment
301,37,14,14,0,1.0,21,15,6,0.7142857142857143,0.8333333333333333,llama3,mimiciii,radiology_report,PROMPT1_entailment
302,370,17,15,2,0.8823529411764706,19,12,7,0.631578947368421,0.7361963190184049,llama3,mimiciii,radiology_report,PROMPT1_entailment
303,371,16,15,1,0.9375,17,16,1,0.9411764705882352,0.9393346379647748,llama3,mimiciii,radiology_report,PROMPT1_entailment
304,372,16,14,2,0.875,27,19,8,0.7037037037037037,0.7800586510263929,llama3,mimiciii,radiology_report,PROMPT1_entailment
305,373,16,16,0,1.0,23,19,4,0.8260869565217391,0.9047619047619048,llama3,mimiciii,radiology_report,PROMPT1_entailment
306,374,9,9,0,1.0,11,8,3,0.7272727272727273,0.8421052631578948,llama3,mimiciii,radiology_report,PROMPT1_entailment
307,375,10,10,0,1.0,16,11,5,0.6875,0.8148148148148148,llama3,mimiciii,radiology_report,PROMPT1_entailment
308,376,15,14,1,0.9333333333333332,18,15,3,0.8333333333333334,0.8805031446540881,llama3,mimiciii,radiology_report,PROMPT1_entailment
309,377,9,8,1,0.8888888888888888,10,7,3,0.7,0.7832167832167831,llama3,mimiciii,radiology_report,PROMPT1_entailment
310,378,16,15,1,0.9375,24,20,4,0.8333333333333334,0.8823529411764706,llama3,mimiciii,radiology_report,PROMPT1_entailment
311,379,14,12,2,0.8571428571428571,18,17,1,0.9444444444444444,0.8986784140969163,llama3,mimiciii,radiology_report,PROMPT1_entailment
312,38,14,13,1,0.9285714285714286,19,14,5,0.7368421052631579,0.8216704288939053,llama3,mimiciii,radiology_report,PROMPT1_entailment
313,380,9,8,1,0.8888888888888888,8,5,3,0.625,0.7339449541284404,llama3,mimiciii,radiology_report,PROMPT1_entailment
314,381,11,11,0,1.0,14,11,3,0.7857142857142857,0.88,llama3,mimiciii,radiology_report,PROMPT1_entailment
315,382,10,10,0,1.0,13,12,1,0.9230769230769232,0.96,llama3,mimiciii,radiology_report,PROMPT1_entailment
316,383,18,18,0,1.0,17,14,3,0.8235294117647058,0.9032258064516128,llama3,mimiciii,radiology_report,PROMPT1_entailment
317,384,10,10,0,1.0,13,11,2,0.8461538461538461,0.9166666666666666,llama3,mimiciii,radiology_report,PROMPT1_entailment
318,385,16,15,1,0.9375,27,22,5,0.8148148148148148,0.8718626155878467,llama3,mimiciii,radiology_report,PROMPT1_entailment
319,386,11,11,0,1.0,18,16,2,0.8888888888888888,0.9411764705882352,llama3,mimiciii,radiology_report,PROMPT1_entailment
320,387,14,14,0,1.0,19,16,3,0.8421052631578947,0.9142857142857144,llama3,mimiciii,radiology_report,PROMPT1_entailment
321,388,14,12,2,0.8571428571428571,33,29,4,0.8787878787878788,0.8678304239401495,llama3,mimiciii,radiology_report,PROMPT1_entailment
322,389,14,14,0,1.0,12,9,3,0.75,0.8571428571428571,llama3,mimiciii,radiology_report,PROMPT1_entailment
323,39,12,11,1,0.9166666666666666,10,7,3,0.7,0.7938144329896907,llama3,mimiciii,radiology_report,PROMPT1_entailment
324,390,11,11,0,1.0,14,12,2,0.8571428571428571,0.923076923076923,llama3,mimiciii,radiology_report,PROMPT1_entailment
325,391,12,11,1,0.9166666666666666,13,7,6,0.5384615384615384,0.6784140969162995,llama3,mimiciii,radiology_report,PROMPT1_entailment
326,392,11,11,0,1.0,15,12,3,0.8,0.888888888888889,llama3,mimiciii,radiology_report,PROMPT1_entailment
327,393,19,17,2,0.8947368421052632,19,16,3,0.8421052631578947,0.8676236044657096,llama3,mimiciii,radiology_report,PROMPT1_entailment
328,394,13,13,0,1.0,18,16,2,0.8888888888888888,0.9411764705882352,llama3,mimiciii,radiology_report,PROMPT1_entailment
329,395,14,14,0,1.0,16,11,5,0.6875,0.8148148148148148,llama3,mimiciii,radiology_report,PROMPT1_entailment
330,396,12,12,0,1.0,19,13,6,0.6842105263157895,0.8125000000000001,llama3,mimiciii,radiology_report,PROMPT1_entailment
331,397,17,16,1,0.9411764705882352,18,13,5,0.7222222222222222,0.8172888015717094,llama3,mimiciii,radiology_report,PROMPT1_entailment
332,398,23,21,2,0.9130434782608696,21,18,3,0.8571428571428571,0.8842105263157894,llama3,mimiciii,radiology_report,PROMPT1_entailment
333,399,13,12,1,0.9230769230769232,19,16,3,0.8421052631578947,0.8807339449541285,llama3,mimiciii,radiology_report,PROMPT1_entailment
334,4,12,10,2,0.8333333333333334,16,12,4,0.75,0.7894736842105262,llama3,mimiciii,radiology_report,PROMPT1_entailment
335,40,18,18,0,1.0,17,14,3,0.8235294117647058,0.9032258064516128,llama3,mimiciii,radiology_report,PROMPT1_entailment
336,400,9,8,1,0.8888888888888888,13,9,4,0.6923076923076923,0.7783783783783783,llama3,mimiciii,radiology_report,PROMPT1_entailment
337,401,9,9,0,1.0,9,9,0,1.0,1.0,llama3,mimiciii,radiology_report,PROMPT1_entailment
338,402,15,13,2,0.8666666666666667,20,17,3,0.85,0.858252427184466,llama3,mimiciii,radiology_report,PROMPT1_entailment
339,403,14,13,1,0.9285714285714286,18,13,5,0.7222222222222222,0.8125000000000001,llama3,mimiciii,radiology_report,PROMPT1_entailment
340,404,14,14,0,1.0,19,16,3,0.8421052631578947,0.9142857142857144,llama3,mimiciii,radiology_report,PROMPT1_entailment
341,405,17,15,2,0.8823529411764706,14,10,4,0.7142857142857143,0.7894736842105262,llama3,mimiciii,radiology_report,PROMPT1_entailment
342,406,19,17,2,0.8947368421052632,25,23,2,0.92,0.9071925754060326,llama3,mimiciii,radiology_report,PROMPT1_entailment
343,407,13,12,1,0.9230769230769232,20,14,6,0.7,0.7962085308056872,llama3,mimiciii,radiology_report,PROMPT1_entailment
344,408,15,14,1,0.9333333333333332,20,15,5,0.75,0.8316831683168316,llama3,mimiciii,radiology_report,PROMPT1_entailment
345,409,18,18,0,1.0,18,14,4,0.7777777777777778,0.8750000000000001,llama3,mimiciii,radiology_report,PROMPT1_entailment
346,41,16,15,1,0.9375,26,23,3,0.8846153846153846,0.9102902374670184,llama3,mimiciii,radiology_report,PROMPT1_entailment
347,410,17,15,2,0.8823529411764706,20,15,5,0.75,0.8108108108108107,llama3,mimiciii,radiology_report,PROMPT1_entailment
348,411,6,6,0,1.0,6,5,1,0.8333333333333334,0.9090909090909092,llama3,mimiciii,radiology_report,PROMPT1_entailment
349,412,16,16,0,1.0,26,21,5,0.8076923076923077,0.8936170212765957,llama3,mimiciii,radiology_report,PROMPT1_entailment
350,413,13,12,1,0.9230769230769232,14,11,3,0.7857142857142857,0.8488745980707394,llama3,mimiciii,radiology_report,PROMPT1_entailment
351,414,17,14,3,0.8235294117647058,28,17,11,0.6071428571428571,0.6989720998531571,llama3,mimiciii,radiology_report,PROMPT1_entailment
352,415,14,14,0,1.0,20,18,2,0.9,0.9473684210526316,llama3,mimiciii,radiology_report,PROMPT1_entailment
353,416,12,12,0,1.0,17,12,5,0.7058823529411765,0.8275862068965517,llama3,mimiciii,radiology_report,PROMPT1_entailment
354,417,16,15,1,0.9375,20,16,4,0.8,0.8633093525179856,llama3,mimiciii,radiology_report,PROMPT1_entailment
355,418,13,12,1,0.9230769230769232,14,9,5,0.6428571428571429,0.7578947368421053,llama3,mimiciii,radiology_report,PROMPT1_entailment
356,419,15,13,2,0.8666666666666667,16,14,2,0.875,0.8708133971291866,llama3,mimiciii,radiology_report,PROMPT1_entailment
357,42,14,13,1,0.9285714285714286,14,10,4,0.7142857142857143,0.8074534161490684,llama3,mimiciii,radiology_report,PROMPT1_entailment
358,420,14,13,1,0.9285714285714286,15,11,4,0.7333333333333333,0.8194842406876792,llama3,mimiciii,radiology_report,PROMPT1_entailment
359,421,16,14,2,0.875,23,21,2,0.9130434782608696,0.8936170212765957,llama3,mimiciii,radiology_report,PROMPT1_entailment
360,422,15,14,1,0.9333333333333332,20,14,6,0.7,0.8,llama3,mimiciii,radiology_report,PROMPT1_entailment
361,423,9,8,1,0.8888888888888888,12,10,2,0.8333333333333334,0.8602150537634408,llama3,mimiciii,radiology_report,PROMPT1_entailment
362,424,8,6,2,0.75,9,7,2,0.7777777777777778,0.7636363636363638,llama3,mimiciii,radiology_report,PROMPT1_entailment
363,425,18,17,1,0.9444444444444444,19,15,4,0.7894736842105263,0.8600337268128162,llama3,mimiciii,radiology_report,PROMPT1_entailment
364,426,12,12,0,1.0,16,14,2,0.875,0.9333333333333332,llama3,mimiciii,radiology_report,PROMPT1_entailment
365,427,11,10,1,0.9090909090909092,15,10,5,0.6666666666666666,0.7692307692307692,llama3,mimiciii,radiology_report,PROMPT1_entailment
366,428,12,10,2,0.8333333333333334,15,12,3,0.8,0.816326530612245,llama3,mimiciii,radiology_report,PROMPT1_entailment
367,429,13,13,0,1.0,13,10,3,0.7692307692307693,0.8695652173913044,llama3,mimiciii,radiology_report,PROMPT1_entailment
368,43,8,8,0,1.0,7,6,1,0.8571428571428571,0.923076923076923,llama3,mimiciii,radiology_report,PROMPT1_entailment
369,430,7,7,0,1.0,7,4,3,0.5714285714285714,0.7272727272727273,llama3,mimiciii,radiology_report,PROMPT1_entailment
370,431,12,6,6,0.5,18,14,4,0.7777777777777778,0.6086956521739131,llama3,mimiciii,radiology_report,PROMPT1_entailment
371,432,16,15,1,0.9375,13,10,3,0.7692307692307693,0.8450704225352113,llama3,mimiciii,radiology_report,PROMPT1_entailment
372,433,11,10,1,0.9090909090909092,18,14,4,0.7777777777777778,0.8383233532934132,llama3,mimiciii,radiology_report,PROMPT1_entailment
373,434,16,15,1,0.9375,27,18,9,0.6666666666666666,0.7792207792207793,llama3,mimiciii,radiology_report,PROMPT1_entailment
374,435,11,11,0,1.0,13,10,3,0.7692307692307693,0.8695652173913044,llama3,mimiciii,radiology_report,PROMPT1_entailment
375,436,16,15,1,0.9375,25,23,2,0.92,0.9286675639300136,llama3,mimiciii,radiology_report,PROMPT1_entailment
376,437,8,8,0,1.0,7,7,0,1.0,1.0,llama3,mimiciii,radiology_report,PROMPT1_entailment
377,438,13,12,1,0.9230769230769232,19,15,4,0.7894736842105263,0.8510638297872342,llama3,mimiciii,radiology_report,PROMPT1_entailment
378,439,16,13,3,0.8125,22,19,3,0.8636363636363636,0.8372881355932202,llama3,mimiciii,radiology_report,PROMPT1_entailment
379,44,9,9,0,1.0,16,11,5,0.6875,0.8148148148148148,llama3,mimiciii,radiology_report,PROMPT1_entailment
380,440,11,10,1,0.9090909090909092,19,12,7,0.631578947368421,0.7453416149068324,llama3,mimiciii,radiology_report,PROMPT1_entailment
381,441,14,14,0,1.0,17,17,0,1.0,1.0,llama3,mimiciii,radiology_report,PROMPT1_entailment
382,442,12,11,1,0.9166666666666666,12,10,2,0.8333333333333334,0.8730158730158729,llama3,mimiciii,radiology_report,PROMPT1_entailment
383,443,13,11,2,0.8461538461538461,21,16,5,0.7619047619047619,0.8018223234624144,llama3,mimiciii,radiology_report,PROMPT1_entailment
384,444,9,8,1,0.8888888888888888,8,5,3,0.625,0.7339449541284404,llama3,mimiciii,radiology_report,PROMPT1_entailment
385,445,15,14,1,0.9333333333333332,22,18,4,0.8181818181818182,0.8719723183391004,llama3,mimiciii,radiology_report,PROMPT1_entailment
386,446,13,9,4,0.6923076923076923,22,12,10,0.5454545454545454,0.6101694915254238,llama3,mimiciii,radiology_report,PROMPT1_entailment
387,447,11,11,0,1.0,14,13,1,0.9285714285714286,0.962962962962963,llama3,mimiciii,radiology_report,PROMPT1_entailment
388,448,16,15,1,0.9375,36,26,10,0.7222222222222222,0.8158995815899581,llama3,mimiciii,radiology_report,PROMPT1_entailment
389,449,10,8,2,0.8,9,7,2,0.7777777777777778,0.7887323943661971,llama3,mimiciii,radiology_report,PROMPT1_entailment
390,45,12,11,1,0.9166666666666666,20,16,4,0.8,0.854368932038835,llama3,mimiciii,radiology_report,PROMPT1_entailment
391,450,16,15,1,0.9375,21,18,3,0.8571428571428571,0.8955223880597014,llama3,mimiciii,radiology_report,PROMPT1_entailment
392,451,9,9,0,1.0,10,7,3,0.7,0.8235294117647058,llama3,mimiciii,radiology_report,PROMPT1_entailment
393,452,16,15,1,0.9375,16,14,2,0.875,0.9051724137931034,llama3,mimiciii,radiology_report,PROMPT1_entailment
394,453,12,11,1,0.9166666666666666,14,12,2,0.8571428571428571,0.8859060402684563,llama3,mimiciii,radiology_report,PROMPT1_entailment
395,454,9,9,0,1.0,10,6,4,0.6,0.7499999999999999,llama3,mimiciii,radiology_report,PROMPT1_entailment
396,455,14,13,1,0.9285714285714286,16,15,1,0.9375,0.9330143540669856,llama3,mimiciii,radiology_report,PROMPT1_entailment
397,456,14,13,1,0.9285714285714286,21,19,2,0.9047619047619048,0.9165120593692022,llama3,mimiciii,radiology_report,PROMPT1_entailment
398,457,14,14,0,1.0,12,10,2,0.8333333333333334,0.9090909090909092,llama3,mimiciii,radiology_report,PROMPT1_entailment
399,458,12,10,2,0.8333333333333334,16,13,3,0.8125,0.8227848101265822,llama3,mimiciii,radiology_report,PROMPT1_entailment
400,459,13,13,0,1.0,13,10,3,0.7692307692307693,0.8695652173913044,llama3,mimiciii,radiology_report,PROMPT1_entailment
401,46,11,10,1,0.9090909090909092,22,13,9,0.5909090909090909,0.7162534435261708,llama3,mimiciii,radiology_report,PROMPT1_entailment
402,460,16,15,1,0.9375,20,17,3,0.85,0.8916083916083916,llama3,mimiciii,radiology_report,PROMPT1_entailment
403,461,13,9,4,0.6923076923076923,22,16,6,0.7272727272727273,0.7093596059113301,llama3,mimiciii,radiology_report,PROMPT1_entailment
404,462,16,15,1,0.9375,20,17,3,0.85,0.8916083916083916,llama3,mimiciii,radiology_report,PROMPT1_entailment
405,463,10,10,0,1.0,12,9,3,0.75,0.8571428571428571,llama3,mimiciii,radiology_report,PROMPT1_entailment
406,464,19,17,2,0.8947368421052632,25,19,6,0.76,0.8218829516539441,llama3,mimiciii,radiology_report,PROMPT1_entailment
407,465,21,20,1,0.9523809523809524,33,21,12,0.6363636363636364,0.762942779291553,llama3,mimiciii,radiology_report,PROMPT1_entailment
408,466,13,10,3,0.7692307692307693,22,18,4,0.8181818181818182,0.7929515418502203,llama3,mimiciii,radiology_report,PROMPT1_entailment
409,467,11,10,1,0.9090909090909092,14,14,0,1.0,0.9523809523809524,llama3,mimiciii,radiology_report,PROMPT1_entailment
410,468,12,12,0,1.0,18,13,5,0.7222222222222222,0.8387096774193548,llama3,mimiciii,radiology_report,PROMPT1_entailment
411,469,18,17,1,0.9444444444444444,25,23,2,0.92,0.932061978545888,llama3,mimiciii,radiology_report,PROMPT1_entailment
412,47,12,12,0,1.0,15,11,4,0.7333333333333333,0.846153846153846,llama3,mimiciii,radiology_report,PROMPT1_entailment
413,470,12,12,0,1.0,15,12,3,0.8,0.888888888888889,llama3,mimiciii,radiology_report,PROMPT1_entailment
414,471,17,16,1,0.9411764705882352,18,15,3,0.8333333333333334,0.8839779005524863,llama3,mimiciii,radiology_report,PROMPT1_entailment
415,472,14,13,1,0.9285714285714286,16,14,2,0.875,0.900990099009901,llama3,mimiciii,radiology_report,PROMPT1_entailment
416,473,8,7,1,0.875,11,9,2,0.8181818181818182,0.8456375838926175,llama3,mimiciii,radiology_report,PROMPT1_entailment
417,474,15,13,2,0.8666666666666667,25,21,4,0.84,0.853125,llama3,mimiciii,radiology_report,PROMPT1_entailment
418,475,8,8,0,1.0,7,5,2,0.7142857142857143,0.8333333333333333,llama3,mimiciii,radiology_report,PROMPT1_entailment
419,476,13,13,0,1.0,12,11,1,0.9166666666666666,0.9565217391304348,llama3,mimiciii,radiology_report,PROMPT1_entailment
420,477,16,15,1,0.9375,16,13,3,0.8125,0.8705357142857143,llama3,mimiciii,radiology_report,PROMPT1_entailment
421,478,19,18,1,0.9473684210526316,21,18,3,0.8571428571428571,0.9,llama3,mimiciii,radiology_report,PROMPT1_entailment
422,479,13,13,0,1.0,22,16,6,0.7272727272727273,0.8421052631578948,llama3,mimiciii,radiology_report,PROMPT1_entailment
423,48,15,14,1,0.9333333333333332,21,16,5,0.7619047619047619,0.8389513108614233,llama3,mimiciii,radiology_report,PROMPT1_entailment
424,480,9,9,0,1.0,10,6,4,0.6,0.7499999999999999,llama3,mimiciii,radiology_report,PROMPT1_entailment
425,481,15,15,0,1.0,17,14,3,0.8235294117647058,0.9032258064516128,llama3,mimiciii,radiology_report,PROMPT1_entailment
426,482,13,13,0,1.0,19,18,1,0.9473684210526316,0.972972972972973,llama3,mimiciii,radiology_report,PROMPT1_entailment
427,483,13,13,0,1.0,23,15,8,0.6521739130434783,0.7894736842105263,llama3,mimiciii,radiology_report,PROMPT1_entailment
428,484,9,8,1,0.8888888888888888,13,7,6,0.5384615384615384,0.6706586826347306,llama3,mimiciii,radiology_report,PROMPT1_entailment
429,485,16,16,0,1.0,24,17,7,0.7083333333333334,0.8292682926829268,llama3,mimiciii,radiology_report,PROMPT1_entailment
430,486,14,12,2,0.8571428571428571,11,10,1,0.9090909090909092,0.8823529411764706,llama3,mimiciii,radiology_report,PROMPT1_entailment
431,487,13,11,2,0.8461538461538461,20,17,3,0.85,0.8480725623582767,llama3,mimiciii,radiology_report,PROMPT1_entailment
432,488,11,9,2,0.8181818181818182,15,12,3,0.8,0.8089887640449439,llama3,mimiciii,radiology_report,PROMPT1_entailment
433,489,16,15,1,0.9375,18,14,4,0.7777777777777778,0.8502024291497976,llama3,mimiciii,radiology_report,PROMPT1_entailment
434,49,15,14,1,0.9333333333333332,24,21,3,0.875,0.9032258064516128,llama3,mimiciii,radiology_report,PROMPT1_entailment
435,490,6,5,1,0.8333333333333334,8,3,5,0.375,0.5172413793103448,llama3,mimiciii,radiology_report,PROMPT1_entailment
436,491,14,12,2,0.8571428571428571,17,10,7,0.5882352941176471,0.6976744186046512,llama3,mimiciii,radiology_report,PROMPT1_entailment
437,492,15,15,0,1.0,13,8,5,0.6153846153846154,0.761904761904762,llama3,mimiciii,radiology_report,PROMPT1_entailment
438,493,12,11,1,0.9166666666666666,9,7,2,0.7777777777777778,0.8415300546448087,llama3,mimiciii,radiology_report,PROMPT1_entailment
439,494,10,9,1,0.9,8,5,3,0.625,0.7377049180327869,llama3,mimiciii,radiology_report,PROMPT1_entailment
440,495,9,9,0,1.0,12,9,3,0.75,0.8571428571428571,llama3,mimiciii,radiology_report,PROMPT1_entailment
441,496,18,18,0,1.0,32,21,11,0.65625,0.7924528301886793,llama3,mimiciii,radiology_report,PROMPT1_entailment
442,497,18,16,2,0.8888888888888888,22,14,8,0.6363636363636364,0.7417218543046358,llama3,mimiciii,radiology_report,PROMPT1_entailment
443,498,17,15,2,0.8823529411764706,22,18,4,0.8181818181818182,0.8490566037735848,llama3,mimiciii,radiology_report,PROMPT1_entailment
444,499,16,16,0,1.0,17,14,3,0.8235294117647058,0.9032258064516128,llama3,mimiciii,radiology_report,PROMPT1_entailment
445,5,16,15,1,0.9375,22,16,6,0.7272727272727273,0.8191126279863482,llama3,mimiciii,radiology_report,PROMPT1_entailment
446,50,13,13,0,1.0,15,10,5,0.6666666666666666,0.8,llama3,mimiciii,radiology_report,PROMPT1_entailment
447,51,11,10,1,0.9090909090909092,13,10,3,0.7692307692307693,0.8333333333333333,llama3,mimiciii,radiology_report,PROMPT1_entailment
448,52,17,16,1,0.9411764705882352,21,16,5,0.7619047619047619,0.8421052631578947,llama3,mimiciii,radiology_report,PROMPT1_entailment
449,53,11,11,0,1.0,12,11,1,0.9166666666666666,0.9565217391304348,llama3,mimiciii,radiology_report,PROMPT1_entailment
450,54,9,9,0,1.0,10,6,4,0.6,0.7499999999999999,llama3,mimiciii,radiology_report,PROMPT1_entailment
451,55,11,11,0,1.0,18,15,3,0.8333333333333334,0.9090909090909092,llama3,mimiciii,radiology_report,PROMPT1_entailment
452,56,14,12,2,0.8571428571428571,21,12,9,0.5714285714285714,0.6857142857142857,llama3,mimiciii,radiology_report,PROMPT1_entailment
453,57,8,7,1,0.875,10,8,2,0.8,0.8358208955223881,llama3,mimiciii,radiology_report,PROMPT1_entailment
454,58,13,13,0,1.0,16,13,3,0.8125,0.896551724137931,llama3,mimiciii,radiology_report,PROMPT1_entailment
455,59,13,13,0,1.0,16,13,3,0.8125,0.896551724137931,llama3,mimiciii,radiology_report,PROMPT1_entailment
456,6,8,8,0,1.0,8,5,3,0.625,0.7692307692307693,llama3,mimiciii,radiology_report,PROMPT1_entailment
457,60,13,13,0,1.0,19,15,4,0.7894736842105263,0.8823529411764706,llama3,mimiciii,radiology_report,PROMPT1_entailment
458,61,15,12,3,0.8,22,17,5,0.7727272727272727,0.7861271676300577,llama3,mimiciii,radiology_report,PROMPT1_entailment
459,62,16,13,3,0.8125,13,10,3,0.7692307692307693,0.790273556231003,llama3,mimiciii,radiology_report,PROMPT1_entailment
460,63,12,11,1,0.9166666666666666,15,10,5,0.6666666666666666,0.7719298245614035,llama3,mimiciii,radiology_report,PROMPT1_entailment
461,64,15,13,2,0.8666666666666667,20,16,4,0.8,0.832,llama3,mimiciii,radiology_report,PROMPT1_entailment
462,65,14,12,2,0.8571428571428571,18,15,3,0.8333333333333334,0.8450704225352113,llama3,mimiciii,radiology_report,PROMPT1_entailment
463,66,14,13,1,0.9285714285714286,29,18,11,0.6206896551724138,0.7440381558028617,llama3,mimiciii,radiology_report,PROMPT1_entailment
464,67,15,12,3,0.8,28,23,5,0.8214285714285714,0.8105726872246696,llama3,mimiciii,radiology_report,PROMPT1_entailment
465,68,21,20,1,0.9523809523809524,30,24,6,0.8,0.8695652173913043,llama3,mimiciii,radiology_report,PROMPT1_entailment
466,69,20,19,1,0.95,31,21,10,0.6774193548387096,0.790882061446977,llama3,mimiciii,radiology_report,PROMPT1_entailment
467,7,13,13,0,1.0,16,15,1,0.9375,0.967741935483871,llama3,mimiciii,radiology_report,PROMPT1_entailment
468,70,13,11,2,0.8461538461538461,17,12,5,0.7058823529411765,0.7696793002915452,llama3,mimiciii,radiology_report,PROMPT1_entailment
469,71,13,12,1,0.9230769230769232,18,13,5,0.7222222222222222,0.8103896103896105,llama3,mimiciii,radiology_report,PROMPT1_entailment
470,72,11,11,0,1.0,13,12,1,0.9230769230769232,0.96,llama3,mimiciii,radiology_report,PROMPT1_entailment
471,73,19,17,2,0.8947368421052632,29,19,10,0.6551724137931034,0.7564402810304449,llama3,mimiciii,radiology_report,PROMPT1_entailment
472,74,14,14,0,1.0,18,16,2,0.8888888888888888,0.9411764705882352,llama3,mimiciii,radiology_report,PROMPT1_entailment
473,75,15,15,0,1.0,12,10,2,0.8333333333333334,0.9090909090909092,llama3,mimiciii,radiology_report,PROMPT1_entailment
474,76,10,10,0,1.0,14,11,3,0.7857142857142857,0.88,llama3,mimiciii,radiology_report,PROMPT1_entailment
475,77,16,14,2,0.875,26,21,5,0.8076923076923077,0.8400000000000001,llama3,mimiciii,radiology_report,PROMPT1_entailment
476,78,19,15,4,0.7894736842105263,33,27,6,0.8181818181818182,0.8035714285714286,llama3,mimiciii,radiology_report,PROMPT1_entailment
477,79,13,13,0,1.0,17,13,4,0.7647058823529411,0.8666666666666666,llama3,mimiciii,radiology_report,PROMPT1_entailment
