,ID,num_facts,model,dataset,note_type,prompt
441,441,18,gemini,mimiciii,radiology_report,PROMPT1_ICL
442,442,14,gemini,mimiciii,radiology_report,PROMPT1_ICL
443,443,16,gemini,mimiciii,radiology_report,PROMPT1_ICL
444,444,7,gemini,mimiciii,radiology_report,PROMPT1_ICL
445,445,21,gemini,mimiciii,radiology_report,PROMPT1_ICL
446,446,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
447,447,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
448,448,20,gemini,mimiciii,radiology_report,PROMPT1_ICL
449,449,14,gemini,mimiciii,radiology_report,PROMPT1_ICL
450,450,20,gemini,mimiciii,radiology_report,PROMPT1_ICL
451,451,10,gemini,mimiciii,radiology_report,PROMPT1_ICL
452,452,23,gemini,mimiciii,radiology_report,PROMPT1_ICL
453,453,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
454,454,9,gemini,mimiciii,radiology_report,PROMPT1_ICL
455,455,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
456,456,16,gemini,mimiciii,radiology_report,PROMPT1_ICL
457,457,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
458,458,16,gemini,mimiciii,radiology_report,PROMPT1_ICL
459,459,11,gemini,mimiciii,radiology_report,PROMPT1_ICL
460,460,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
461,461,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
462,462,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
463,463,7,gemini,mimiciii,radiology_report,PROMPT1_ICL
464,464,24,gemini,mimiciii,radiology_report,PROMPT1_ICL
465,465,21,gemini,mimiciii,radiology_report,PROMPT1_ICL
466,466,14,gemini,mimiciii,radiology_report,PROMPT1_ICL
467,467,12,gemini,mimiciii,radiology_report,PROMPT1_ICL
468,468,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
469,469,17,gemini,mimiciii,radiology_report,PROMPT1_ICL
470,470,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
471,471,22,gemini,mimiciii,radiology_report,PROMPT1_ICL
472,472,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
473,473,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
474,474,17,gemini,mimiciii,radiology_report,PROMPT1_ICL
475,475,8,gemini,mimiciii,radiology_report,PROMPT1_ICL
476,476,16,gemini,mimiciii,radiology_report,PROMPT1_ICL
477,477,17,gemini,mimiciii,radiology_report,PROMPT1_ICL
478,478,22,gemini,mimiciii,radiology_report,PROMPT1_ICL
479,479,11,gemini,mimiciii,radiology_report,PROMPT1_ICL
480,480,8,gemini,mimiciii,radiology_report,PROMPT1_ICL
481,481,12,gemini,mimiciii,radiology_report,PROMPT1_ICL
482,482,18,gemini,mimiciii,radiology_report,PROMPT1_ICL
483,483,18,gemini,mimiciii,radiology_report,PROMPT1_ICL
484,484,9,gemini,mimiciii,radiology_report,PROMPT1_ICL
485,485,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
486,486,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
487,487,18,gemini,mimiciii,radiology_report,PROMPT1_ICL
488,488,13,gemini,mimiciii,radiology_report,PROMPT1_ICL
489,489,18,gemini,mimiciii,radiology_report,PROMPT1_ICL
490,490,9,gemini,mimiciii,radiology_report,PROMPT1_ICL
491,491,14,gemini,mimiciii,radiology_report,PROMPT1_ICL
492,492,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
493,493,15,gemini,mimiciii,radiology_report,PROMPT1_ICL
494,494,9,gemini,mimiciii,radiology_report,PROMPT1_ICL
495,495,10,gemini,mimiciii,radiology_report,PROMPT1_ICL
496,496,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
497,497,19,gemini,mimiciii,radiology_report,PROMPT1_ICL
498,498,21,gemini,mimiciii,radiology_report,PROMPT1_ICL
499,499,17,gemini,mimiciii,radiology_report,PROMPT1_ICL
0,0,17,gemini,mimiciii,radiology_report,PROMPT2
1,1,11,gemini,mimiciii,radiology_report,PROMPT2
2,2,11,gemini,mimiciii,radiology_report,PROMPT2
3,3,11,gemini,mimiciii,radiology_report,PROMPT2
4,4,13,gemini,mimiciii,radiology_report,PROMPT2
5,5,19,gemini,mimiciii,radiology_report,PROMPT2
6,6,7,gemini,mimiciii,radiology_report,PROMPT2
7,7,13,gemini,mimiciii,radiology_report,PROMPT2
8,8,17,gemini,mimiciii,radiology_report,PROMPT2
9,9,10,gemini,mimiciii,radiology_report,PROMPT2
10,10,12,gemini,mimiciii,radiology_report,PROMPT2
11,11,14,gemini,mimiciii,radiology_report,PROMPT2
12,12,13,gemini,mimiciii,radiology_report,PROMPT2
13,13,17,gemini,mimiciii,radiology_report,PROMPT2
14,14,7,gemini,mimiciii,radiology_report,PROMPT2
15,15,21,gemini,mimiciii,radiology_report,PROMPT2
16,16,14,gemini,mimiciii,radiology_report,PROMPT2
17,17,9,gemini,mimiciii,radiology_report,PROMPT2
18,18,11,gemini,mimiciii,radiology_report,PROMPT2
19,19,11,gemini,mimiciii,radiology_report,PROMPT2
20,20,21,gemini,mimiciii,radiology_report,PROMPT2
21,21,26,gemini,mimiciii,radiology_report,PROMPT2
22,22,12,gemini,mimiciii,radiology_report,PROMPT2
23,23,15,gemini,mimiciii,radiology_report,PROMPT2
24,24,10,gemini,mimiciii,radiology_report,PROMPT2
25,25,23,gemini,mimiciii,radiology_report,PROMPT2
26,26,18,gemini,mimiciii,radiology_report,PROMPT2
27,27,13,gemini,mimiciii,radiology_report,PROMPT2
28,28,18,gemini,mimiciii,radiology_report,PROMPT2
29,29,9,gemini,mimiciii,radiology_report,PROMPT2
30,30,12,gemini,mimiciii,radiology_report,PROMPT2
31,31,12,gemini,mimiciii,radiology_report,PROMPT2
32,32,13,gemini,mimiciii,radiology_report,PROMPT2
33,33,6,gemini,mimiciii,radiology_report,PROMPT2
34,34,13,gemini,mimiciii,radiology_report,PROMPT2
35,35,17,gemini,mimiciii,radiology_report,PROMPT2
36,36,13,gemini,mimiciii,radiology_report,PROMPT2
37,37,9,gemini,mimiciii,radiology_report,PROMPT2
38,38,19,gemini,mimiciii,radiology_report,PROMPT2
39,39,10,gemini,mimiciii,radiology_report,PROMPT2
40,40,18,gemini,mimiciii,radiology_report,PROMPT2
41,41,21,gemini,mimiciii,radiology_report,PROMPT2
42,42,11,gemini,mimiciii,radiology_report,PROMPT2
43,43,8,gemini,mimiciii,radiology_report,PROMPT2
44,44,10,gemini,mimiciii,radiology_report,PROMPT2
45,45,15,gemini,mimiciii,radiology_report,PROMPT2
46,46,14,gemini,mimiciii,radiology_report,PROMPT2
47,47,11,gemini,mimiciii,radiology_report,PROMPT2
48,48,13,gemini,mimiciii,radiology_report,PROMPT2
49,49,13,gemini,mimiciii,radiology_report,PROMPT2
50,50,8,gemini,mimiciii,radiology_report,PROMPT2
51,51,13,gemini,mimiciii,radiology_report,PROMPT2
52,52,15,gemini,mimiciii,radiology_report,PROMPT2
53,53,10,gemini,mimiciii,radiology_report,PROMPT2
54,54,8,gemini,mimiciii,radiology_report,PROMPT2
55,55,15,gemini,mimiciii,radiology_report,PROMPT2
56,56,17,gemini,mimiciii,radiology_report,PROMPT2
57,57,10,gemini,mimiciii,radiology_report,PROMPT2
58,58,16,gemini,mimiciii,radiology_report,PROMPT2
59,59,12,gemini,mimiciii,radiology_report,PROMPT2
60,60,13,gemini,mimiciii,radiology_report,PROMPT2
61,61,15,gemini,mimiciii,radiology_report,PROMPT2
62,62,13,gemini,mimiciii,radiology_report,PROMPT2
63,63,9,gemini,mimiciii,radiology_report,PROMPT2
64,64,15,gemini,mimiciii,radiology_report,PROMPT2
65,65,22,gemini,mimiciii,radiology_report,PROMPT2
66,66,19,gemini,mimiciii,radiology_report,PROMPT2
67,67,23,gemini,mimiciii,radiology_report,PROMPT2
68,68,12,gemini,mimiciii,radiology_report,PROMPT2
69,69,14,gemini,mimiciii,radiology_report,PROMPT2
70,70,10,gemini,mimiciii,radiology_report,PROMPT2
71,71,12,gemini,mimiciii,radiology_report,PROMPT2
72,72,16,gemini,mimiciii,radiology_report,PROMPT2
73,73,18,gemini,mimiciii,radiology_report,PROMPT2
74,74,15,gemini,mimiciii,radiology_report,PROMPT2
75,75,11,gemini,mimiciii,radiology_report,PROMPT2
76,76,10,gemini,mimiciii,radiology_report,PROMPT2
77,77,21,gemini,mimiciii,radiology_report,PROMPT2
78,78,19,gemini,mimiciii,radiology_report,PROMPT2
79,79,10,gemini,mimiciii,radiology_report,PROMPT2
80,80,12,gemini,mimiciii,radiology_report,PROMPT2
81,81,13,gemini,mimiciii,radiology_report,PROMPT2
82,82,16,gemini,mimiciii,radiology_report,PROMPT2
83,83,23,gemini,mimiciii,radiology_report,PROMPT2
84,84,17,gemini,mimiciii,radiology_report,PROMPT2
85,85,12,gemini,mimiciii,radiology_report,PROMPT2
86,86,14,gemini,mimiciii,radiology_report,PROMPT2
87,87,11,gemini,mimiciii,radiology_report,PROMPT2
88,88,15,gemini,mimiciii,radiology_report,PROMPT2
89,89,22,gemini,mimiciii,radiology_report,PROMPT2
90,90,12,gemini,mimiciii,radiology_report,PROMPT2
91,91,15,gemini,mimiciii,radiology_report,PROMPT2
92,92,14,gemini,mimiciii,radiology_report,PROMPT2
93,93,13,gemini,mimiciii,radiology_report,PROMPT2
94,94,17,gemini,mimiciii,radiology_report,PROMPT2
95,95,17,gemini,mimiciii,radiology_report,PROMPT2
96,96,11,gemini,mimiciii,radiology_report,PROMPT2
97,97,14,gemini,mimiciii,radiology_report,PROMPT2
98,98,18,gemini,mimiciii,radiology_report,PROMPT2
99,99,9,gemini,mimiciii,radiology_report,PROMPT2
100,100,10,gemini,mimiciii,radiology_report,PROMPT2
101,101,18,gemini,mimiciii,radiology_report,PROMPT2
102,102,12,gemini,mimiciii,radiology_report,PROMPT2
103,103,16,gemini,mimiciii,radiology_report,PROMPT2
104,104,22,gemini,mimiciii,radiology_report,PROMPT2
105,105,6,gemini,mimiciii,radiology_report,PROMPT2
106,106,11,gemini,mimiciii,radiology_report,PROMPT2
107,107,18,gemini,mimiciii,radiology_report,PROMPT2
108,108,11,gemini,mimiciii,radiology_report,PROMPT2
109,109,14,gemini,mimiciii,radiology_report,PROMPT2
110,110,11,gemini,mimiciii,radiology_report,PROMPT2
111,111,10,gemini,mimiciii,radiology_report,PROMPT2
112,112,11,gemini,mimiciii,radiology_report,PROMPT2
113,113,13,gemini,mimiciii,radiology_report,PROMPT2
114,114,19,gemini,mimiciii,radiology_report,PROMPT2
115,115,18,gemini,mimiciii,radiology_report,PROMPT2
116,116,12,gemini,mimiciii,radiology_report,PROMPT2
117,117,13,gemini,mimiciii,radiology_report,PROMPT2
118,118,14,gemini,mimiciii,radiology_report,PROMPT2
119,119,12,gemini,mimiciii,radiology_report,PROMPT2
120,120,12,gemini,mimiciii,radiology_report,PROMPT2
121,121,13,gemini,mimiciii,radiology_report,PROMPT2
122,122,13,gemini,mimiciii,radiology_report,PROMPT2
123,123,9,gemini,mimiciii,radiology_report,PROMPT2
124,124,7,gemini,mimiciii,radiology_report,PROMPT2
125,125,12,gemini,mimiciii,radiology_report,PROMPT2
126,126,7,gemini,mimiciii,radiology_report,PROMPT2
127,127,31,gemini,mimiciii,radiology_report,PROMPT2
128,128,10,gemini,mimiciii,radiology_report,PROMPT2
129,129,15,gemini,mimiciii,radiology_report,PROMPT2
130,130,13,gemini,mimiciii,radiology_report,PROMPT2
131,131,8,gemini,mimiciii,radiology_report,PROMPT2
132,132,13,gemini,mimiciii,radiology_report,PROMPT2
133,133,16,gemini,mimiciii,radiology_report,PROMPT2
134,134,25,gemini,mimiciii,radiology_report,PROMPT2
135,135,14,gemini,mimiciii,radiology_report,PROMPT2
136,136,11,gemini,mimiciii,radiology_report,PROMPT2
137,137,8,gemini,mimiciii,radiology_report,PROMPT2
138,138,10,gemini,mimiciii,radiology_report,PROMPT2
139,139,9,gemini,mimiciii,radiology_report,PROMPT2
140,140,14,gemini,mimiciii,radiology_report,PROMPT2
141,141,13,gemini,mimiciii,radiology_report,PROMPT2
142,142,12,gemini,mimiciii,radiology_report,PROMPT2
143,143,25,gemini,mimiciii,radiology_report,PROMPT2
144,144,14,gemini,mimiciii,radiology_report,PROMPT2
145,145,18,gemini,mimiciii,radiology_report,PROMPT2
146,146,6,gemini,mimiciii,radiology_report,PROMPT2
147,147,8,gemini,mimiciii,radiology_report,PROMPT2
148,148,15,gemini,mimiciii,radiology_report,PROMPT2
149,149,17,gemini,mimiciii,radiology_report,PROMPT2
150,150,16,gemini,mimiciii,radiology_report,PROMPT2
151,151,19,gemini,mimiciii,radiology_report,PROMPT2
152,152,12,gemini,mimiciii,radiology_report,PROMPT2
153,153,15,gemini,mimiciii,radiology_report,PROMPT2
154,154,20,gemini,mimiciii,radiology_report,PROMPT2
155,155,36,gemini,mimiciii,radiology_report,PROMPT2
156,156,14,gemini,mimiciii,radiology_report,PROMPT2
157,157,11,gemini,mimiciii,radiology_report,PROMPT2
158,158,5,gemini,mimiciii,radiology_report,PROMPT2
159,159,9,gemini,mimiciii,radiology_report,PROMPT2
160,160,13,gemini,mimiciii,radiology_report,PROMPT2
161,161,10,gemini,mimiciii,radiology_report,PROMPT2
162,162,13,gemini,mimiciii,radiology_report,PROMPT2
163,163,9,gemini,mimiciii,radiology_report,PROMPT2
164,164,10,gemini,mimiciii,radiology_report,PROMPT2
165,165,14,gemini,mimiciii,radiology_report,PROMPT2
166,166,14,gemini,mimiciii,radiology_report,PROMPT2
167,167,7,gemini,mimiciii,radiology_report,PROMPT2
168,168,10,gemini,mimiciii,radiology_report,PROMPT2
169,169,23,gemini,mimiciii,radiology_report,PROMPT2
170,170,24,gemini,mimiciii,radiology_report,PROMPT2
171,171,7,gemini,mimiciii,radiology_report,PROMPT2
172,172,11,gemini,mimiciii,radiology_report,PROMPT2
173,173,9,gemini,mimiciii,radiology_report,PROMPT2
174,174,13,gemini,mimiciii,radiology_report,PROMPT2
175,175,7,gemini,mimiciii,radiology_report,PROMPT2
176,176,24,gemini,mimiciii,radiology_report,PROMPT2
177,177,20,gemini,mimiciii,radiology_report,PROMPT2
178,178,18,gemini,mimiciii,radiology_report,PROMPT2
179,179,11,gemini,mimiciii,radiology_report,PROMPT2
180,180,9,gemini,mimiciii,radiology_report,PROMPT2
181,181,16,gemini,mimiciii,radiology_report,PROMPT2
182,182,17,gemini,mimiciii,radiology_report,PROMPT2
183,183,17,gemini,mimiciii,radiology_report,PROMPT2
184,184,14,gemini,mimiciii,radiology_report,PROMPT2
185,185,6,gemini,mimiciii,radiology_report,PROMPT2
186,186,18,gemini,mimiciii,radiology_report,PROMPT2
187,187,16,gemini,mimiciii,radiology_report,PROMPT2
188,188,22,gemini,mimiciii,radiology_report,PROMPT2
189,189,11,gemini,mimiciii,radiology_report,PROMPT2
190,190,8,gemini,mimiciii,radiology_report,PROMPT2
191,191,15,gemini,mimiciii,radiology_report,PROMPT2
192,192,19,gemini,mimiciii,radiology_report,PROMPT2
193,193,14,gemini,mimiciii,radiology_report,PROMPT2
194,194,27,gemini,mimiciii,radiology_report,PROMPT2
195,195,19,gemini,mimiciii,radiology_report,PROMPT2
196,196,15,gemini,mimiciii,radiology_report,PROMPT2
197,197,9,gemini,mimiciii,radiology_report,PROMPT2
198,198,10,gemini,mimiciii,radiology_report,PROMPT2
199,199,19,gemini,mimiciii,radiology_report,PROMPT2
200,200,13,gemini,mimiciii,radiology_report,PROMPT2
201,201,15,gemini,mimiciii,radiology_report,PROMPT2
202,202,18,gemini,mimiciii,radiology_report,PROMPT2
203,203,14,gemini,mimiciii,radiology_report,PROMPT2
204,204,18,gemini,mimiciii,radiology_report,PROMPT2
205,205,13,gemini,mimiciii,radiology_report,PROMPT2
206,206,16,gemini,mimiciii,radiology_report,PROMPT2
207,207,6,gemini,mimiciii,radiology_report,PROMPT2
208,208,16,gemini,mimiciii,radiology_report,PROMPT2
209,209,11,gemini,mimiciii,radiology_report,PROMPT2
210,210,11,gemini,mimiciii,radiology_report,PROMPT2
211,211,14,gemini,mimiciii,radiology_report,PROMPT2
212,212,19,gemini,mimiciii,radiology_report,PROMPT2
213,213,15,gemini,mimiciii,radiology_report,PROMPT2
214,214,27,gemini,mimiciii,radiology_report,PROMPT2
215,215,9,gemini,mimiciii,radiology_report,PROMPT2
216,216,13,gemini,mimiciii,radiology_report,PROMPT2
217,217,18,gemini,mimiciii,radiology_report,PROMPT2
218,218,17,gemini,mimiciii,radiology_report,PROMPT2
219,219,14,gemini,mimiciii,radiology_report,PROMPT2
220,220,16,gemini,mimiciii,radiology_report,PROMPT2
221,221,16,gemini,mimiciii,radiology_report,PROMPT2
222,222,14,gemini,mimiciii,radiology_report,PROMPT2
223,223,17,gemini,mimiciii,radiology_report,PROMPT2
224,224,16,gemini,mimiciii,radiology_report,PROMPT2
225,225,7,gemini,mimiciii,radiology_report,PROMPT2
226,226,15,gemini,mimiciii,radiology_report,PROMPT2
227,227,15,gemini,mimiciii,radiology_report,PROMPT2
228,228,10,gemini,mimiciii,radiology_report,PROMPT2
229,229,26,gemini,mimiciii,radiology_report,PROMPT2
230,230,11,gemini,mimiciii,radiology_report,PROMPT2
231,231,11,gemini,mimiciii,radiology_report,PROMPT2
232,232,12,gemini,mimiciii,radiology_report,PROMPT2
233,233,17,gemini,mimiciii,radiology_report,PROMPT2
234,234,9,gemini,mimiciii,radiology_report,PROMPT2
235,235,13,gemini,mimiciii,radiology_report,PROMPT2
236,236,16,gemini,mimiciii,radiology_report,PROMPT2
237,237,15,gemini,mimiciii,radiology_report,PROMPT2
238,238,21,gemini,mimiciii,radiology_report,PROMPT2
239,239,13,gemini,mimiciii,radiology_report,PROMPT2
240,240,12,gemini,mimiciii,radiology_report,PROMPT2
241,241,13,gemini,mimiciii,radiology_report,PROMPT2
242,242,16,gemini,mimiciii,radiology_report,PROMPT2
243,243,12,gemini,mimiciii,radiology_report,PROMPT2
244,244,18,gemini,mimiciii,radiology_report,PROMPT2
245,245,20,gemini,mimiciii,radiology_report,PROMPT2
246,246,7,gemini,mimiciii,radiology_report,PROMPT2
247,247,12,gemini,mimiciii,radiology_report,PROMPT2
248,248,14,gemini,mimiciii,radiology_report,PROMPT2
249,249,13,gemini,mimiciii,radiology_report,PROMPT2
250,250,9,gemini,mimiciii,radiology_report,PROMPT2
251,251,20,gemini,mimiciii,radiology_report,PROMPT2
252,252,8,gemini,mimiciii,radiology_report,PROMPT2
253,253,22,gemini,mimiciii,radiology_report,PROMPT2
254,254,9,gemini,mimiciii,radiology_report,PROMPT2
255,255,12,gemini,mimiciii,radiology_report,PROMPT2
256,256,16,gemini,mimiciii,radiology_report,PROMPT2
257,257,13,gemini,mimiciii,radiology_report,PROMPT2
258,258,13,gemini,mimiciii,radiology_report,PROMPT2
259,259,13,gemini,mimiciii,radiology_report,PROMPT2
260,260,15,gemini,mimiciii,radiology_report,PROMPT2
261,261,18,gemini,mimiciii,radiology_report,PROMPT2
262,262,21,gemini,mimiciii,radiology_report,PROMPT2
263,263,13,gemini,mimiciii,radiology_report,PROMPT2
264,264,14,gemini,mimiciii,radiology_report,PROMPT2
265,265,9,gemini,mimiciii,radiology_report,PROMPT2
266,266,12,gemini,mimiciii,radiology_report,PROMPT2
267,267,9,gemini,mimiciii,radiology_report,PROMPT2
268,268,17,gemini,mimiciii,radiology_report,PROMPT2
269,269,23,gemini,mimiciii,radiology_report,PROMPT2
270,270,18,gemini,mimiciii,radiology_report,PROMPT2
271,271,11,gemini,mimiciii,radiology_report,PROMPT2
272,272,12,gemini,mimiciii,radiology_report,PROMPT2
273,273,10,gemini,mimiciii,radiology_report,PROMPT2
274,274,14,gemini,mimiciii,radiology_report,PROMPT2
275,275,10,gemini,mimiciii,radiology_report,PROMPT2
276,276,17,gemini,mimiciii,radiology_report,PROMPT2
277,277,18,gemini,mimiciii,radiology_report,PROMPT2
278,278,11,gemini,mimiciii,radiology_report,PROMPT2
279,279,9,gemini,mimiciii,radiology_report,PROMPT2
280,280,11,gemini,mimiciii,radiology_report,PROMPT2
281,281,16,gemini,mimiciii,radiology_report,PROMPT2
282,282,18,gemini,mimiciii,radiology_report,PROMPT2
283,283,19,gemini,mimiciii,radiology_report,PROMPT2
284,284,11,gemini,mimiciii,radiology_report,PROMPT2
285,285,23,gemini,mimiciii,radiology_report,PROMPT2
286,286,5,gemini,mimiciii,radiology_report,PROMPT2
287,287,13,gemini,mimiciii,radiology_report,PROMPT2
288,288,22,gemini,mimiciii,radiology_report,PROMPT2
289,289,23,gemini,mimiciii,radiology_report,PROMPT2
290,290,12,gemini,mimiciii,radiology_report,PROMPT2
291,291,17,gemini,mimiciii,radiology_report,PROMPT2
292,292,19,gemini,mimiciii,radiology_report,PROMPT2
293,293,8,gemini,mimiciii,radiology_report,PROMPT2
294,294,17,gemini,mimiciii,radiology_report,PROMPT2
295,295,6,gemini,mimiciii,radiology_report,PROMPT2
296,296,18,gemini,mimiciii,radiology_report,PROMPT2
297,297,15,gemini,mimiciii,radiology_report,PROMPT2
298,298,15,gemini,mimiciii,radiology_report,PROMPT2
299,299,23,gemini,mimiciii,radiology_report,PROMPT2
300,300,12,gemini,mimiciii,radiology_report,PROMPT2
301,301,11,gemini,mimiciii,radiology_report,PROMPT2
302,302,11,gemini,mimiciii,radiology_report,PROMPT2
303,303,27,gemini,mimiciii,radiology_report,PROMPT2
304,304,18,gemini,mimiciii,radiology_report,PROMPT2
305,305,16,gemini,mimiciii,radiology_report,PROMPT2
306,306,13,gemini,mimiciii,radiology_report,PROMPT2
307,307,15,gemini,mimiciii,radiology_report,PROMPT2
308,308,13,gemini,mimiciii,radiology_report,PROMPT2
309,309,16,gemini,mimiciii,radiology_report,PROMPT2
310,310,13,gemini,mimiciii,radiology_report,PROMPT2
311,311,15,gemini,mimiciii,radiology_report,PROMPT2
312,312,15,gemini,mimiciii,radiology_report,PROMPT2
313,313,13,gemini,mimiciii,radiology_report,PROMPT2
314,314,16,gemini,mimiciii,radiology_report,PROMPT2
315,315,27,gemini,mimiciii,radiology_report,PROMPT2
316,316,9,gemini,mimiciii,radiology_report,PROMPT2
317,317,17,gemini,mimiciii,radiology_report,PROMPT2
318,318,15,gemini,mimiciii,radiology_report,PROMPT2
319,319,14,gemini,mimiciii,radiology_report,PROMPT2
320,320,8,gemini,mimiciii,radiology_report,PROMPT2
321,321,20,gemini,mimiciii,radiology_report,PROMPT2
322,322,9,gemini,mimiciii,radiology_report,PROMPT2
323,323,14,gemini,mimiciii,radiology_report,PROMPT2
324,324,22,gemini,mimiciii,radiology_report,PROMPT2
325,325,17,gemini,mimiciii,radiology_report,PROMPT2
326,326,15,gemini,mimiciii,radiology_report,PROMPT2
327,327,6,gemini,mimiciii,radiology_report,PROMPT2
328,328,19,gemini,mimiciii,radiology_report,PROMPT2
329,329,16,gemini,mimiciii,radiology_report,PROMPT2
330,330,10,gemini,mimiciii,radiology_report,PROMPT2
331,331,12,gemini,mimiciii,radiology_report,PROMPT2
332,332,14,gemini,mimiciii,radiology_report,PROMPT2
333,333,11,gemini,mimiciii,radiology_report,PROMPT2
334,334,16,gemini,mimiciii,radiology_report,PROMPT2
335,335,20,gemini,mimiciii,radiology_report,PROMPT2
336,336,15,gemini,mimiciii,radiology_report,PROMPT2
337,337,20,gemini,mimiciii,radiology_report,PROMPT2
338,338,13,gemini,mimiciii,radiology_report,PROMPT2
339,339,20,gemini,mimiciii,radiology_report,PROMPT2
340,340,18,gemini,mimiciii,radiology_report,PROMPT2
341,341,6,gemini,mimiciii,radiology_report,PROMPT2
342,342,7,gemini,mimiciii,radiology_report,PROMPT2
343,343,9,gemini,mimiciii,radiology_report,PROMPT2
344,344,14,gemini,mimiciii,radiology_report,PROMPT2
345,345,16,gemini,mimiciii,radiology_report,PROMPT2
346,346,10,gemini,mimiciii,radiology_report,PROMPT2
347,347,15,gemini,mimiciii,radiology_report,PROMPT2
348,348,12,gemini,mimiciii,radiology_report,PROMPT2
349,349,12,gemini,mimiciii,radiology_report,PROMPT2
350,350,15,gemini,mimiciii,radiology_report,PROMPT2
351,351,19,gemini,mimiciii,radiology_report,PROMPT2
352,352,15,gemini,mimiciii,radiology_report,PROMPT2
353,353,15,gemini,mimiciii,radiology_report,PROMPT2
354,354,25,gemini,mimiciii,radiology_report,PROMPT2
355,355,15,gemini,mimiciii,radiology_report,PROMPT2
356,356,10,gemini,mimiciii,radiology_report,PROMPT2
357,357,10,gemini,mimiciii,radiology_report,PROMPT2
358,358,15,gemini,mimiciii,radiology_report,PROMPT2
359,359,8,gemini,mimiciii,radiology_report,PROMPT2
360,360,14,gemini,mimiciii,radiology_report,PROMPT2
361,361,17,gemini,mimiciii,radiology_report,PROMPT2
362,362,16,gemini,mimiciii,radiology_report,PROMPT2
363,363,23,gemini,mimiciii,radiology_report,PROMPT2
364,364,7,gemini,mimiciii,radiology_report,PROMPT2
365,365,20,gemini,mimiciii,radiology_report,PROMPT2
366,366,11,gemini,mimiciii,radiology_report,PROMPT2
367,367,12,gemini,mimiciii,radiology_report,PROMPT2
368,368,18,gemini,mimiciii,radiology_report,PROMPT2
369,369,20,gemini,mimiciii,radiology_report,PROMPT2
370,370,18,gemini,mimiciii,radiology_report,PROMPT2
371,371,13,gemini,mimiciii,radiology_report,PROMPT2
372,372,17,gemini,mimiciii,radiology_report,PROMPT2
373,373,15,gemini,mimiciii,radiology_report,PROMPT2
374,374,7,gemini,mimiciii,radiology_report,PROMPT2
375,375,10,gemini,mimiciii,radiology_report,PROMPT2
376,376,20,gemini,mimiciii,radiology_report,PROMPT2
377,377,9,gemini,mimiciii,radiology_report,PROMPT2
378,378,22,gemini,mimiciii,radiology_report,PROMPT2
379,379,21,gemini,mimiciii,radiology_report,PROMPT2
380,380,7,gemini,mimiciii,radiology_report,PROMPT2
381,381,10,gemini,mimiciii,radiology_report,PROMPT2
382,382,11,gemini,mimiciii,radiology_report,PROMPT2
383,383,15,gemini,mimiciii,radiology_report,PROMPT2
384,384,10,gemini,mimiciii,radiology_report,PROMPT2
385,385,16,gemini,mimiciii,radiology_report,PROMPT2
386,386,19,gemini,mimiciii,radiology_report,PROMPT2
387,387,18,gemini,mimiciii,radiology_report,PROMPT2
388,388,17,gemini,mimiciii,radiology_report,PROMPT2
389,389,19,gemini,mimiciii,radiology_report,PROMPT2
390,390,11,gemini,mimiciii,radiology_report,PROMPT2
391,391,10,gemini,mimiciii,radiology_report,PROMPT2
392,392,10,gemini,mimiciii,radiology_report,PROMPT2
393,393,18,gemini,mimiciii,radiology_report,PROMPT2
394,394,14,gemini,mimiciii,radiology_report,PROMPT2
395,395,12,gemini,mimiciii,radiology_report,PROMPT2
396,396,18,gemini,mimiciii,radiology_report,PROMPT2
397,397,16,gemini,mimiciii,radiology_report,PROMPT2
398,398,24,gemini,mimiciii,radiology_report,PROMPT2
399,399,14,gemini,mimiciii,radiology_report,PROMPT2
400,400,11,gemini,mimiciii,radiology_report,PROMPT2
401,401,7,gemini,mimiciii,radiology_report,PROMPT2
402,402,17,gemini,mimiciii,radiology_report,PROMPT2
403,403,15,gemini,mimiciii,radiology_report,PROMPT2
404,404,17,gemini,mimiciii,radiology_report,PROMPT2
405,405,14,gemini,mimiciii,radiology_report,PROMPT2
406,406,15,gemini,mimiciii,radiology_report,PROMPT2
407,407,16,gemini,mimiciii,radiology_report,PROMPT2
408,408,22,gemini,mimiciii,radiology_report,PROMPT2
409,409,19,gemini,mimiciii,radiology_report,PROMPT2
410,410,20,gemini,mimiciii,radiology_report,PROMPT2
411,411,5,gemini,mimiciii,radiology_report,PROMPT2
412,412,19,gemini,mimiciii,radiology_report,PROMPT2
413,413,10,gemini,mimiciii,radiology_report,PROMPT2
